SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
KHANDSE, BE, 16-Dec-2022,36.95,36.5,37.55,35.9,37.1,37.05,36.7,5527,2.03,24, -, -
KHFM, SM, 16-Dec-2022,45.6,47.25,47.25,46.95,46.95,46.95,47.03,12400,5.83,2,12400,100
KICL, EQ, 16-Dec-2022,1899.55,1900.2,1940,1866.05,1930,1916.2,1898.62,1039,19.73,266,664,63.91
KILITCH, EQ, 16-Dec-2022,159.5,158.1,159.8,157.4,159.4,157.85,158.21,4601,7.28,162,2941,63.92
KIMS, EQ, 16-Dec-2022,1418.95,1419,1528.1,1390,1450.3,1451.8,1467.09,200610,2943.13,20605,60277,30.05
KINGFA, EQ, 16-Dec-2022,1279,1288.45,1288.45,1238.7,1270,1265.45,1251.19,3326,41.61,290,2612,78.53
KIOCL, EQ, 16-Dec-2022,220.5,220.5,220.5,208.1,212,211,214.16,68878,147.51,2729,40745,59.16
KIRIINDUS, EQ, 16-Dec-2022,497.45,494,510.05,493.05,507.2,504.7,502.11,111354,559.12,3707,71001,63.76
KIRLFER, EQ, 16-Dec-2022,329.05,325,333.2,318.2,321.95,321.2,324.48,180798,586.65,7810,76528,42.33
KIRLOSBROS, EQ, 16-Dec-2022,349.3,349.3,350.45,327.5,330.8,329.15,334.6,214159,716.57,11654,131278,61.3
KIRLOSENG, EQ, 16-Dec-2022,337.95,336.6,346.65,314.1,319.5,318.7,326.7,915808,2991.94,32752,394176,43.04
KIRLOSIND, EQ, 16-Dec-2022,1909.95,1929,1929,1882.6,1888,1895.45,1897.68,1407,26.7,352,781,55.51
KITEX, EQ, 16-Dec-2022,192.2,192.2,194,189.95,191,191.1,191.25,60545,115.79,1332,27943,46.15
KKCL, EQ, 16-Dec-2022,542.65,544,592,534.15,550,548.4,559.49,883264,4941.8,31416,253576,28.71
KMSUGAR, EQ, 16-Dec-2022,28.25,28.05,31.85,27.95,30.75,30.55,30.77,4156848,1279.2,12359,1193107,28.7
KNAGRI, SM, 16-Dec-2022,150,148,152.95,148,148,148,149.73,17600,26.35,9,16000,90.91
KNRCON, EQ, 16-Dec-2022,265.05,264,264.2,255.05,255.1,256.15,259.5,235472,611.06,7602,131874,56
KOHINOOR, EQ, 16-Dec-2022,51.6,51.7,58.1,51.7,56.9,57.5,56.1,1122195,629.57,8678,503110,44.83
KOKUYOCMLN, EQ, 16-Dec-2022,89.85,89.2,90.6,87.65,88.35,88,88.72,252243,223.79,3322,138272,54.82
KOLTEPATIL, EQ, 16-Dec-2022,299.55,296.05,304,295,295.4,295.85,298.74,52567,157.04,2974,23700,45.09
KOPRAN, EQ, 16-Dec-2022,156.15,156,157.95,150.95,154,154.05,153.51,111435,171.06,2605,72914,65.43
KORE, SM, 16-Dec-2022,205.2,207.9,225.7,206,225.7,225.15,217.75,107000,232.99,101,74000,69.16
KOTAKALPHA, EQ, 16-Dec-2022,29.95,29.91,29.95,29.44,29.55,29.51,29.64,319660,94.74,633,262058,81.98
KOTAKBANK, EQ, 16-Dec-2022,1863.2,1854.7,1856.95,1835.2,1842,1840.55,1847.02,2487828,45950.63,75851,1744845,70.14
KOTAKBKETF, EQ, 16-Dec-2022,441.26,440.89,442.09,436.76,439.66,439.59,438.64,61468,269.62,447,30246,49.21
KOTAKCONS, EQ, 16-Dec-2022,77.88,77.39,77.5,76.89,76.91,76.89,77.01,325,0.25,32,321,98.77
KOTAKGOLD, EQ, 16-Dec-2022,46.19,46.02,46.38,46.02,46.3,46.28,46.25,221747,102.55,413,180356,81.33
KOTAKIT, EQ, 16-Dec-2022,30.24,30.43,30.43,29.7,29.7,29.73,29.89,243460,72.76,727,85477,35.11
KOTAKLOVOL, EQ, 16-Dec-2022,13.64,13.64,13.8,13.56,13.64,13.62,13.7,1327,0.18,124,1172,88.32
KOTAKMID50, EQ, 16-Dec-2022,90.14,89.77,90.28,88.66,88.68,88.72,89.34,4419,3.95,137,1647,37.27
KOTAKMNC, EQ, 16-Dec-2022,20.7,20.95,20.95,20.11,20.18,20.17,20.2,7790,1.57,80,3847,49.38
KOTAKNIFTY, EQ, 16-Dec-2022,196.72,200.16,200.16,194.5,194.5,194.7,195.19,69738,136.12,528,16181,23.2
KOTAKNV20, EQ, 16-Dec-2022,103,102.11,102.95,100.23,101.45,101.09,101.52,19013,19.3,238,7551,39.71
KOTAKPSUBK, EQ, 16-Dec-2022,442.48,444.01,446.01,426.86,429.2,430.98,432.77,79366,343.47,1488,48250,60.79
KOTAKSILVE, EQ, 16-Dec-2022,66.7,66.99,67.01,65.21,65.74,65.49,66.34,10874,7.21,71,6853,63.02
KOTARISUG, EQ, 16-Dec-2022,42,42.4,46.85,42.1,45.35,45.3,45.47,3120834,1419.02,12121,1090436,34.94
KOTHARIPET, EQ, 16-Dec-2022,72.4,72.35,73.95,70.65,71,71.45,72.75,102140,74.31,1597,38285,37.48
KOTHARIPRO, EQ, 16-Dec-2022,126.75,125.9,127.7,121.65,124.5,124.35,123.99,8301,10.29,289,5814,70.04
KOTYARK, SM, 16-Dec-2022,415,415.3,419.8,405,419,414.85,411.76,15800,65.06,64,10600,67.09
KOVAI, EQ, 16-Dec-2022,1699.1,1711.9,1720,1689.95,1689.95,1693.95,1705.2,1986,33.87,206,1641,82.63
KPIGREEN, EQ, 16-Dec-2022,920.1,922,936.2,911.75,929,926.95,927.38,128973,1196.07,7188,63537,49.26
KPITTECH, EQ, 16-Dec-2022,695.25,691.1,708.45,687,702.6,702.6,699,1889828,13209.92,80960,845555,44.74
KPRMILL, EQ, 16-Dec-2022,526.4,526,527.15,511.05,514.9,512.05,515.87,226903,1170.52,15497,150490,66.32
KRBL, EQ, 16-Dec-2022,430.9,425,431,413.4,417.3,416.25,421.31,384538,1620.1,11711,168599,43.84
KREBSBIO, EQ, 16-Dec-2022,115.4,115,116.4,113.05,116.1,114.9,115,7429,8.54,168,6257,84.22
KRIDHANINF, EQ, 16-Dec-2022,3.65,3.85,4.1,3.7,3.9,3.9,3.87,217237,8.41,266,150905,69.47
KRISHANA, EQ, 16-Dec-2022,417,421.95,430,415.1,424,419.9,422.03,39179,165.35,2006,20255,51.7
KRISHNADEF, SM, 16-Dec-2022,147.35,146.3,146.3,140.1,141.7,142.45,142.89,81000,115.74,27,57000,70.37
KRITI, EQ, 16-Dec-2022,78.45,79.95,83.45,76.6,80,80.4,80.62,71493,57.64,2935,41664,58.28
KRITIKA, EQ, 16-Dec-2022,14.4,14.4,15,13.55,15,14.85,14.58,346482,50.53,1134,226407,65.34
KRITINUT, EQ, 16-Dec-2022,53.1,53.05,55.1,52.55,53.7,53.3,53.28,37196,19.82,738,25102,67.49
KRSNAA, EQ, 16-Dec-2022,473.15,471.9,476.6,469.05,474,474.1,473.27,18968,89.77,1533,12383,65.28
KSB, EQ, 16-Dec-2022,1939.75,1949.45,1958.75,1875,1875,1888.7,1909.81,24129,460.82,4836,9639,39.95
KSCL, EQ, 16-Dec-2022,545.85,538.5,552.25,535.05,548.05,548.65,546.48,143188,782.5,6105,93873,65.56
KSHITIJPOL, EQ, 16-Dec-2022,34.5,33.3,33.85,32.8,32.8,32.8,32.94,229664,75.64,1784,205624,89.53
KSL, EQ, 16-Dec-2022,365.55,365.55,367.4,353.25,358.9,357.1,359.41,34315,123.33,2774,17578,51.23
KSOLVES, EQ, 16-Dec-2022,429.5,430,432.4,426.15,430.8,429.6,428.43,27358,117.21,725,21442,78.38
KTKBANK, EQ, 16-Dec-2022,159.9,160.25,160.4,152.95,153.4,153.15,155.53,3597778,5595.5,23955,2162353,60.1
KUANTUM, EQ, 16-Dec-2022,139.85,138.1,150.7,138.1,144.5,143.95,144.89,147236,213.33,2564,41695,28.32
L&TFH, EQ, 16-Dec-2022,93.5,93.1,94.3,90.15,91.7,91.45,92.06,10096447,9294.6,33307,2232374,22.11
L&TFINANCE, NE, 16-Dec-2022,1045.5,1040.55,1040.55,1040,1040,1040,1040.18,3,0.03,2,3,100
L&TFINANCE, NO, 16-Dec-2022,1078.69,1077.99,1077.99,1077.99,1077.99,1077.99,1077.99,10,0.11,1,10,100
L&TFINANCE, NQ, 16-Dec-2022,1025,1100,1100,1007,1049.99,1049.99,1054.47,103,1.09,8,49,47.57
L&TFINANCE, NU, 16-Dec-2022,1116,1113,1113,1113,1113,1113,1113,75,0.83,1,75,100
L&TFINANCE, NW, 16-Dec-2022,1070,1072,1072,1072,1072,1072,1072,393,4.21,5,393,100
L&TFINANCE, Y5, 16-Dec-2022,1021.9,1025,1025,1020,1020,1020,1020.1,527,5.38,11,526,99.81
L&TFINANCE, Y9, 16-Dec-2022,1029.63,1040,1060,1028.45,1028.51,1028.51,1038.25,550,5.71,31,350,63.64
LAGNAM, EQ, 16-Dec-2022,63.3,62.6,64.95,61.6,61.65,61.8,62.83,21095,13.25,405,12843,60.88
LAKPRE, BZ, 16-Dec-2022,6.2,6.2,6.4,6.05,6.3,6.3,6.18,6886,0.43,19, -, -
LALPATHLAB, EQ, 16-Dec-2022,2363,2350,2355.55,2280,2286.9,2288.85,2312.59,145694,3369.31,15340,56818,39
LAMBODHARA, EQ, 16-Dec-2022,100.6,100.05,101.55,98.2,99.6,98.95,99.18,25366,25.16,365,14402,56.78
LANCER, EQ, 16-Dec-2022,449.55,228,245.45,221.05,237,237.6,232.1,343968,798.34,14821,92199,26.8
LAOPALA, EQ, 16-Dec-2022,409.75,408,409.5,397.35,403.9,401.4,402.84,150650,606.88,8400,66261,43.98
LASA, EQ, 16-Dec-2022,33.8,33.5,35.7,33.1,34,34.1,34.61,122273,42.32,850,60007,49.08
LATENTVIEW, EQ, 16-Dec-2022,350.7,349.1,349.8,344,347.3,347.1,346.52,230067,797.24,7740,119573,51.97
LATTEYS, SM, 16-Dec-2022,72.25,69.1,72,69.1,70.25,70.25,70.33,30000,21.1,6,25000,83.33
LAURUSLABS, EQ, 16-Dec-2022,394.45,391.6,395.35,386.6,388.25,388.3,390.93,1646656,6437.21,33112,727706,44.19
LAXMICOT, EQ, 16-Dec-2022,25.45,26.25,26.3,23.7,24.25,24.6,25.67,125159,32.12,551,71923,57.47
LAXMIMACH, EQ, 16-Dec-2022,13257.8,13403.65,13403.65,12712.05,12850,12900.55,12946.98,10531,1363.45,4813,5587,53.05
LCCINFOTEC, EQ, 16-Dec-2022,2.5,2.5,2.5,2.4,2.45,2.45,2.44,66039,1.61,158,40839,61.84
LEMERITE, SM, 16-Dec-2022,64.45,69.7,69.7,65,65.5,65.5,66.03,17600,11.62,11,16000,90.91
LEMONTREE, EQ, 16-Dec-2022,87.7,87.85,88.05,85,86,85.95,86.05,3791743,3262.91,24535,1900807,50.13
LEXUS, SM, 16-Dec-2022,83.05,79.15,79.15,78.9,78.9,78.9,79.02,5000,3.95,4,4000,80
LFIC, EQ, 16-Dec-2022,126.15,127.95,127.95,120.1,120.95,121.55,122.99,5995,7.37,162,4142,69.09
LGBBROSLTD, EQ, 16-Dec-2022,701.95,705.5,705.5,690.1,699,698.95,697.51,37633,262.49,6521,20137,53.51
LGBFORGE, EQ, 16-Dec-2022,9.5,9.6,9.95,9.4,9.95,9.95,9.84,391789,38.55,204,334203,85.3
LIBAS, EQ, 16-Dec-2022,20.15,20.15,20.2,19.9,20,19.95,20.01,70484,14.1,423,65209,92.52
LIBERTSHOE, EQ, 16-Dec-2022,306,309,309,295.55,303.4,303.2,301.68,98909,298.39,3532,56619,57.24
LICHSGFIN, EQ, 16-Dec-2022,413.05,411.1,413.7,401,402.85,403.8,405.14,1745646,7072.29,30784,691382,39.61
LICI, EQ, 16-Dec-2022,708.75,701.3,711.6,687.05,689.8,688.55,696.91,2820832,19658.57,63455,1182700,41.93
LICNETFGSC, EQ, 16-Dec-2022,22.52,22.73,22.82,22.3,22.65,22.6,22.6,48388,10.94,138,39018,80.64
LICNETFN50, EQ, 16-Dec-2022,197.91,197.17,198.25,196.75,196.75,196.81,197.57,541,1.07,52,434,80.22
LICNETFSEN, EQ, 16-Dec-2022,673.1,672.3,672.3,668,668.35,668.28,669.26,147,0.98,29,114,77.55
LICNFNHGP, EQ, 16-Dec-2022,198.51,198.8,198.8,196.25,196.25,196.77,197.49,169,0.33,52,148,87.57
LIKHITHA, EQ, 16-Dec-2022,231.65,232.4,236.9,229.9,234.5,233.55,233.2,123150,287.18,4970,62602,50.83
LINC, EQ, 16-Dec-2022,422.95,421.05,428,400.55,411,408.45,412.05,22091,91.03,1460,12485,56.52
LINCOLN, EQ, 16-Dec-2022,363.5,369.9,369.9,362.3,366.4,366.65,367.28,88364,324.54,3484,59062,66.84
LINDEINDIA, EQ, 16-Dec-2022,3362.2,3362.2,3459,3311.25,3419,3443.85,3402.68,116273,3956.39,18514,40926,35.2
LIQUIDBEES, EQ, 16-Dec-2022,999.99,1000.01,1000.01,999.99,1000.01,1000,1000,1787497,17875.05,9262,1525790,85.36
LIQUIDETF, EQ, 16-Dec-2022,1000,1000,1000.01,999.99,1000,999.99,1000,75857,758.57,168,70479,92.91
LLOYDS, SM, 16-Dec-2022,43.3,43,44.1,43,44.1,44.1,43.79,12000,5.25,4,6000,50
LODHA, EQ, 16-Dec-2022,1047.25,1048,1054.5,1011.25,1040,1033.05,1029.19,1559190,16046.97,65401,1073552,68.85
LOKESHMACH, EQ, 16-Dec-2022,103.2,104.45,107.35,103.7,106.75,106.1,106.01,108715,115.25,2241,77324,71.13
LOTUSEYE, BE, 16-Dec-2022,80.75,82,82,78,80.85,80.45,79.09,9496,7.51,100, -, -
LOVABLE, EQ, 16-Dec-2022,137.85,137.85,139.65,137,137.3,137.6,138.04,7981,11.02,518,4130,51.75
LOYALTEX, EQ, 16-Dec-2022,767.7,786.05,788.75,754,760,770.75,766.29,606,4.64,174,376,62.05
LPDC, EQ, 16-Dec-2022,8.3,8.35,8.65,7.8,8.1,8.15,8.22,337800,27.78,781,214733,63.57
LSIL, EQ, 16-Dec-2022,14.6,14.2,15.2,14.15,15,14.95,14.88,6851404,1019.24,7512,3504569,51.15
LT, EQ, 16-Dec-2022,2177.55,2161,2211.6,2161,2170,2175,2185.09,2822390,61671.65,83635,1775296,62.9
LTGILTBEES, EQ, 16-Dec-2022,23.02,23.01,23.11,22.98,23.1,23.08,23.07,41729,9.63,82,34036,81.56
LTIM, EQ, 16-Dec-2022,4331.3,4285,4388.95,4229.05,4350,4336.35,4312.99,728348,31413.59,73753,261102,35.85
LTTS, EQ, 16-Dec-2022,4044,3991,4033.4,3942.35,3983,3983.25,3985.87,226981,9047.16,21213,54662,24.08
LUMAXIND, EQ, 16-Dec-2022,1902.35,1920,1940.95,1870,1885,1878.8,1899.9,10767,204.56,3569,4628,42.98
LUMAXTECH, EQ, 16-Dec-2022,250.25,252,255.25,243.8,250.1,252.25,250.8,86469,216.86,3659,41705,48.23
LUPIN, EQ, 16-Dec-2022,750.85,747.7,755.75,726.9,730.45,729.3,735.51,899068,6612.71,27198,455862,50.7
LUXIND, EQ, 16-Dec-2022,1703.05,1700,1700.15,1672,1700,1690.6,1690.32,17440,294.79,2931,9749,55.9
LXCHEM, EQ, 16-Dec-2022,309.85,308.6,310,304.05,305,305.1,306.57,381081,1168.27,11059,141411,37.11
LYKALABS, EQ, 16-Dec-2022,131.55,130.35,133,128.05,129.35,129.1,130.41,45848,59.79,1252,26039,56.79
LYPSAGEMS, EQ, 16-Dec-2022,6.2,6.25,6.3,6.15,6.15,6.15,6.21,32879,2.04,103,13786,41.93
M&M, EQ, 16-Dec-2022,1286.95,1277.95,1287,1250,1254.8,1251.6,1258.43,2136354,26884.42,80392,1270190,59.46
M&MFIN, EQ, 16-Dec-2022,238.7,237,239,230.65,234.5,233.9,234.44,2973624,6971.22,28639,1090684,36.68
M&MFIN, N2, 16-Dec-2022,1075,1075,1075,1072.5,1072.5,1072.5,1073.43,589,6.32,18,589,100
MAANALU, EQ, 16-Dec-2022,178.55,179.4,179.95,178,178.1,178.1,178.35,15414,27.49,401,8785,56.99
MACPOWER, EQ, 16-Dec-2022,325.85,325.85,327,320,324,321.8,323.86,12534,40.59,789,6674,53.25
MADHAV, EQ, 16-Dec-2022,44.05,44.1,44.95,42.4,43,43.05,43.48,12245,5.32,272,6156,50.27
MADHAVBAUG, SM, 16-Dec-2022,152.25,152.5,155,152.35,155,155,152.96,8000,12.24,9,7200,90
MADHUCON, EQ, 16-Dec-2022,6.1,6.3,6.4,5.85,6.4,6.4,6.25,189189,11.82,389,133528,70.58
MADRASFERT, EQ, 16-Dec-2022,73.65,75.55,88.35,75.55,88.35,88.35,84.96,25427700,21604.34,88709,3484157,13.7
MAESGETF, EQ, 16-Dec-2022,30.72,30.6,30.72,30.48,30.52,30.49,30.49,431515,131.58,80,429917,99.63
MAFANG, EQ, 16-Dec-2022,39.48,39.48,39.48,38.1,38.5,38.24,38.54,1493936,575.7,5657,744918,49.86
MAFSETF, EQ, 16-Dec-2022,19.35,19.74,19.74,19.18,19.27,19.27,19.25,97579,18.79,572,75392,77.26
MAGADSUGAR, EQ, 16-Dec-2022,304.15,299.65,329,299.65,313.95,313.95,318.9,142878,455.64,4113,47129,32.99
MAGNUM, EQ, 16-Dec-2022,18.85,19,19.6,18.6,19,18.9,18.92,69917,13.23,364,35719,51.09
MAHABANK, EQ, 16-Dec-2022,34.35,34.15,35.15,32.05,32.5,32.35,33.47,99124045,33179.6,94850,15181850,15.32
MAHAPEXLTD, EQ, 16-Dec-2022,119.8,119,124.45,119,119.35,119.85,121.08,4288,5.19,132,3045,71.01
MAHASTEEL, EQ, 16-Dec-2022,67.7,69,69,67.65,68.8,68.4,68.23,13303,9.08,259,9116,68.53
MAHEPC, EQ, 16-Dec-2022,108.4,109.4,109.6,105.15,107.5,106.65,107.41,26564,28.53,789,12207,45.95
MAHESHWARI, EQ, 16-Dec-2022,73.7,73.9,74.35,72.7,73.05,73.15,73.23,19834,14.52,248,12826,64.67
MAHICKRA, SM, 16-Dec-2022,80.5,80.3,83.75,80.3,83.75,83.75,81.9,9000,7.37,5,9000,100
MAHINDCIE, EQ, 16-Dec-2022,314.85,315,334,309.5,325.05,326.6,324.37,3899693,12649.37,63422,825630,21.17
MAHKTECH, EQ, 16-Dec-2022,14.6,14.74,14.97,14.45,14.6,14.59,14.59,1961213,286.14,854,1571136,80.11
MAHLIFE, EQ, 16-Dec-2022,375.05,374,378,358.05,361.9,362.4,366.41,130758,479.11,7329,59111,45.21
MAHLOG, EQ, 16-Dec-2022,479.75,480,480,468.8,472.45,469.7,471.33,163530,770.77,8531,108587,66.4
MAHSCOOTER, EQ, 16-Dec-2022,4892.25,4893.65,4934.95,4870,4870,4877.15,4903.33,3311,162.35,1026,1892,57.14
MAHSEAMLES, EQ, 16-Dec-2022,363.1,361.2,367.8,351,352,352.8,357.57,209931,750.65,9909,116828,55.65
MAITHANALL, EQ, 16-Dec-2022,960,963,963,948.25,954.9,951,951.59,17360,165.2,1661,11754,67.71
MALLCOM, EQ, 16-Dec-2022,662.35,659.4,667.3,643.05,653.5,652.75,652.52,2037,13.29,234,1663,81.64
MALUPAPER, EQ, 16-Dec-2022,32.55,32.9,32.9,32.3,32.3,32.3,32.45,14041,4.56,178,9976,71.05
MAM150ETF, EQ, 16-Dec-2022,12.3,12.49,12.65,12.07,12.08,12.08,12.1,268510,32.5,636,222287,82.79
MAMFGETF, EQ, 16-Dec-2022,85.3,86.05,86.05,84.21,84.37,84.33,84.64,2971,2.51,129,2042,68.73
MAN50ETF, EQ, 16-Dec-2022,192.45,192.46,192.46,190.5,190.94,190.66,190.71,48281,92.08,164,46299,95.89
MANAKALUCO, EQ, 16-Dec-2022,21.3,21.3,21.45,20.55,21,20.95,21.04,48870,10.28,526,25846,52.89
MANAKCOAT, EQ, 16-Dec-2022,18.15,18.15,18.95,17.75,18.45,18.35,18.54,67738,12.56,598,34331,50.68
MANAKSIA, EQ, 16-Dec-2022,77.85,78.95,78.95,77.3,77.9,77.75,77.65,20949,16.27,379,13892,66.31
MANAKSTEEL, EQ, 16-Dec-2022,35.8,35.8,36.15,35.4,36,35.6,35.82,26632,9.54,337,21175,79.51
MANALIPETC, EQ, 16-Dec-2022,82.7,83.5,84.7,82.7,82.85,83.1,83.54,335001,279.87,3857,127987,38.2
MANAPPURAM, EQ, 16-Dec-2022,118.25,117.1,118.45,114.6,115,114.85,115.86,7626259,8835.86,31397,3308494,43.38
MANGALAM, EQ, 16-Dec-2022,137.25,137.8,139.45,136.55,139.4,138.75,137.72,13740,18.92,1086,4468,32.52
MANGCHEFER, EQ, 16-Dec-2022,87.8,87.7,95.9,87.4,93,92.1,93.4,4598112,4294.62,28680,1273917,27.71
MANGLMCEM, EQ, 16-Dec-2022,324.7,320.6,324.95,312.1,320.4,319.8,319.71,65232,208.55,1195,53572,82.13
MANINDS, EQ, 16-Dec-2022,79.5,79.1,79.95,79,79.9,79.4,79.38,41333,32.81,667,24170,58.48
MANINFRA, EQ, 16-Dec-2022,79.95,79.95,81.3,79.15,79.65,79.7,79.97,300617,240.41,2386,156811,52.16
MANORAMA, EQ, 16-Dec-2022,1021.2,1004.05,1033.45,1004.05,1023.95,1022.8,1020.58,1779,18.16,362,1270,71.39
MANORG, EQ, 16-Dec-2022,514.8,516.4,519.15,512.05,518,515.2,515.35,4834,24.91,505,2740,56.68
MANUGRAPH, EQ, 16-Dec-2022,16.05,16.7,17.6,15.3,16.5,16.3,16.57,25243,4.18,204,16226,64.28
MANXT50, EQ, 16-Dec-2022,440.72,437.62,438.15,432.66,432.9,432.91,433.19,3226,13.97,65,2898,89.83
MANYAVAR, EQ, 16-Dec-2022,1355.1,1354.65,1354.7,1310.1,1313,1317.2,1329.66,247418,3289.81,6037,233819,94.5
MAPMYINDIA, EQ, 16-Dec-2022,1147.75,1143.05,1155,1140,1144.8,1143.45,1146.64,55402,635.26,5834,25263,45.6
MARALOVER, EQ, 16-Dec-2022,67.55,68.5,69.3,66.6,68,68.65,68.32,28134,19.22,483,13025,46.3
MARATHON, EQ, 16-Dec-2022,250.35,247.1,249.5,241.05,245,244.45,246.3,19696,48.51,913,14280,72.5
MARICO, EQ, 16-Dec-2022,519.15,517.2,520.9,512.45,515,514.2,515.39,1439095,7416.9,30186,887817,61.69
MARINE, EQ, 16-Dec-2022,33.05,33.4,33.8,32.65,33.3,32.9,33.2,202956,67.38,805,132601,65.33
MARKSANS, EQ, 16-Dec-2022,61.8,61.1,62,60.1,60.55,60.65,61.02,1099299,670.83,5326,511782,46.56
MARSHALL, EQ, 16-Dec-2022,27.9,28.1,28.1,27.2,27.45,27.55,27.65,29968,8.29,345,9299,31.03
MARUTI, EQ, 16-Dec-2022,8584.15,8559.5,8588,8446,8478,8485.8,8507.31,624222,53104.48,72107,381741,61.15
MASFIN, EQ, 16-Dec-2022,860.8,850.05,869.85,825.5,840,847.6,854.11,18556,158.49,2169,11143,60.05
MASKINVEST, BE, 16-Dec-2022,115.85,110.1,110.1,110.1,110.1,110.1,110.1,201,0.22,21, -, -
MASPTOP50, EQ, 16-Dec-2022,26.65,26.65,26.65,25.8,26.09,25.84,26.05,471958,122.96,1098,211901,44.9
MASTEK, EQ, 16-Dec-2022,1755.45,1731,1801,1731,1763,1763.35,1779.24,56886,1012.14,7850,19079,33.54
MATRIMONY, EQ, 16-Dec-2022,582.3,576.5,582.35,575.25,580.25,577.45,578.5,4375,25.31,727,2371,54.19
MAWANASUG, EQ, 16-Dec-2022,85.8,85,101.8,85,100,99.3,96.6,2787897,2693.22,22601,832045,29.84
MAXHEALTH, EQ, 16-Dec-2022,433.45,430.3,436.2,423.35,424.9,426.95,430.51,1314423,5658.75,35416,919462,69.95
MAXIND, EQ, 16-Dec-2022,101.75,105.9,112,103.75,105.75,105.05,107.35,1253013,1345.15,17593,452177,36.09
MAXVIL, EQ, 16-Dec-2022,171.05,170,174.7,168.2,170.35,170.2,171,47718,81.6,647,28280,59.26
MAYURUNIQ, EQ, 16-Dec-2022,419.4,421.5,425,413.3,425,422.45,419.22,35520,148.91,4471,22448,63.2
MAZDA, EQ, 16-Dec-2022,659.8,655.9,666,650,665,659.85,655.27,5250,34.4,593,3679,70.08
MAZDOCK, EQ, 16-Dec-2022,863.85,859.8,868.95,825.25,835,832.4,847.92,1920904,16287.73,48140,326727,17.01
MBAPL, BE, 16-Dec-2022,525.5,506.5,534,506.5,527.05,528.4,519.95,21256,110.52,493, -, -
MBECL, BE, 16-Dec-2022,3.45,3.3,3.6,3.3,3.6,3.6,3.37,538796,18.16,321, -, -
MBLINFRA, EQ, 16-Dec-2022,21.9,22,22.3,21.35,21.35,21.65,21.84,57992,12.67,338,36856,63.55
MCDOWELL-N, EQ, 16-Dec-2022,939,933,939.55,902,902.55,903.6,913.34,1324668,12098.66,45012,598631,45.19
MCL, EQ, 16-Dec-2022,32.35,31.2,32.2,31,31.8,31.6,31.67,53318,16.89,390,38266,71.77
MCLEODRUSS, EQ, 16-Dec-2022,29.2,29.3,29.8,28.55,28.65,28.8,29.16,282419,82.36,1006,203492,72.05
MCX, EQ, 16-Dec-2022,1647.6,1632,1664.95,1629.15,1637,1644.3,1647.54,564573,9301.58,23600,309947,54.9
MEDANTA, EQ, 16-Dec-2022,447.65,444.8,451.4,430.1,445.1,446.5,440.9,596093,2628.15,15126,324025,54.36
MEDICAMEQ, EQ, 16-Dec-2022,882.35,899.9,899.9,864.35,880,876.85,881.89,5594,49.33,767,3320,59.35
MEDICO, BE, 16-Dec-2022,321.05,321.05,324.7,319,323.75,323.9,322.38,68343,220.33,196, -, -
MEDPLUS, EQ, 16-Dec-2022,693.35,693.95,700.95,640,653,649.6,655.05,667879,4374.97,18205,497976,74.56
MEGAFLEX, SM, 16-Dec-2022,43.65,45,46.25,45,46,45.8,45.65,15000,6.85,5,9000,60
MEGASOFT, EQ, 16-Dec-2022,35.45,35.45,36.3,34,35,34.9,34.86,109750,38.25,889,67027,61.07
MEGASTAR, EQ, 16-Dec-2022,258.65,266,266,251.55,258.5,258.7,261.08,7901,20.63,601,4667,59.07
MELSTAR, BZ, 16-Dec-2022,2.35,2.35,2.45,2.35,2.45,2.45,2.42,150,0,2, -, -
MENONBE, EQ, 16-Dec-2022,93.45,92.6,94.85,91.8,92.6,92.85,92.92,30799,28.62,625,18356,59.6
MEP, EQ, 16-Dec-2022,20,20.7,20.7,19,19,19,19.16,1539086,294.9,1397,949935,61.72
MERCATOR, BE, 16-Dec-2022,1.2,1.2,1.25,1.15,1.25,1.2,1.2,330578,3.97,215, -, -
METALFORGE, BZ, 16-Dec-2022,4,4.1,4.1,3.9,4.05,4.05,4.04,15946,0.64,29, -, -
METROBRAND, EQ, 16-Dec-2022,827.1,828.9,833.2,793.7,826.45,823.95,811.84,179349,1456.03,12743,62304,34.74
METROPOLIS, EQ, 16-Dec-2022,1322.1,1318,1324.95,1289.5,1292.05,1295.3,1306.11,579722,7571.81,19025,294024,50.72
MFL, EQ, 16-Dec-2022,1224.1,1237.25,1237.25,1208.65,1217.75,1215.7,1216.99,32447,394.88,3258,18163,55.98
MFSL, EQ, 16-Dec-2022,706.4,706.5,717.5,696,706,705,709.02,545185,3865.47,34855,236178,43.32
MGEL, EQ, 16-Dec-2022,36.8,37.3,37.5,35.7,37,36.75,36.91,346100,127.73,1127,99813,28.84
MGL, EQ, 16-Dec-2022,898.75,898.5,909,883.55,889,889.2,895.84,563698,5049.81,19623,193879,34.39
MHHL, SM, 16-Dec-2022,52,52,52,51.3,51.55,51.55,51.62,9000,4.65,3,9000,100
MHLXMIRU, EQ, 16-Dec-2022,218.85,216,252,213.1,245,248.35,241.05,375496,905.13,10040,117443,31.28
